Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,Employment Status,Health Status (Employment-Based),Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
QL80621,Oregon,2249.87,No,Basic,Bachelor,22-02-11,Unemployed,Healthy,F,0,Suburban,Divorced,62,6,2,0,1,Personal Auto,Personal L1,Offer1,Web,297.6,Four-Door Car,Midsize
SH44158,Oregon,2305.06,No,Basic,Bachelor,22-02-11,Unemployed,Healthy,M,0,Suburban,Married,63,33,34,0,1,Special Auto,Special L3,Offer4,Call Center,327.69,Four-Door Car,Large
ND87334,California,2287.6,No,Basic,High School Or Below,22-02-11,Unemployed,Healthy,M,0,Suburban,Married,63,1,5,0,1,Corporate Auto,Corporate L3,Offer2,Agent,679.37,Two-Door Car,Midsize
QH56750,Arizona,20700.86,No,Basic,High School Or Below,22-02-11,Unemployed,Healthy,M,0,Suburban,Single,64,9,17,0,2,Personal Auto,Personal L1,Offer2,Agent,460.8,Four-Door Car,Midsize
PM63319,Washington,4529.98,No,Basic,College,22-02-11,Unemployed,Healthy,F,0,Suburban,Single,65,7,67,0,7,Personal Auto,Personal L1,Offer1,Agent,438.37,Four-Door Car,Midsize
GG68407,Washington,2321.88,No,Basic,High School Or Below,22-02-11,Unemployed,Healthy,F,0,Suburban,Single,65,13,7,0,1,Personal Auto,Personal L3,Offer2,Agent,468,Four-Door Car,Midsize
AD18174,California,4837.93,No,Basic,High School Or Below,22-02-11,Unemployed,Healthy,F,0,Suburban,Single,65,6,89,0,3,Personal Auto,Personal L3,Offer1,Web,468,Four-Door Car,Midsize
EP72155,California,2004.35,Yes,Basic,College,22-02-11,Unemployed,Healthy,F,0,Suburban,Divorced,66,16,35,4,1,Personal Auto,Personal L3,Offer1,Branch,316.8,Four-Door Car,Small
XR52852,Oregon,2004.35,Yes,Basic,College,22-02-11,Unemployed,Healthy,F,0,Suburban,Divorced,66,16,35,4,1,Special Auto,Special L2,Offer1,Branch,316.8,Four-Door Car,Small
FV92759,Oregon,2004.35,Yes,Basic,College,22-02-11,Unemployed,Healthy,F,0,Suburban,Divorced,66,16,35,4,1,Personal Auto,Personal L3,Offer1,Branch,316.8,Four-Door Car,Small
JX50334,California,2004.35,Yes,Basic,College,22-02-11,Unemployed,Healthy,F,0,Suburban,Divorced,66,16,35,4,1,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Four-Door Car,Small
WX92260,Washington,2004.35,Yes,Basic,College,22-02-11,Unemployed,Healthy,F,0,Suburban,Divorced,66,16,35,4,1,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Four-Door Car,Small
SQ54906,Oregon,2004.35,Yes,Basic,College,22-02-11,Unemployed,Healthy,F,0,Suburban,Divorced,66,16,35,4,1,Personal Auto,Personal L3,Offer1,Branch,316.8,Four-Door Car,Small
MY51849,Oregon,4903.81,No,Basic,Bachelor,22-02-11,Unemployed,Healthy,F,0,Suburban,Married,66,19,29,0,8,Personal Auto,Personal L3,Offer1,Branch,469.61,Four-Door Car,Large
XR70252,California,4788.93,No,Basic,High School Or Below,22-02-11,Unemployed,Healthy,F,0,Suburban,Married,67,2,49,1,3,Personal Auto,Personal L2,Offer2,Web,321.6,Two-Door Car,Midsize
UD20999,California,2537.67,No,Basic,Master,22-02-11,Unemployed,Healthy,M,0,Suburban,Married,68,32,28,0,1,Corporate Auto,Corporate L3,Offer2,Branch,326.4,Four-Door Car,Midsize
QJ22057,Nevada,4454.1,No,Basic,College,22-02-11,Unemployed,Healthy,F,0,Suburban,Single,68,5,72,1,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,Large
KL84615,Arizona,4624.62,No,Basic,High School Or Below,22-02-11,Unemployed,Healthy,M,0,Suburban,Married,68,0,16,2,3,Personal Auto,Personal L2,Offer3,Call Center,469.28,Four-Door Car,Large
XR97812,California,2345.08,No,Basic,College,22-02-11,Unemployed,Healthy,M,0,Suburban,Single,69,1,56,0,1,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Midsize
WL61717,Arizona,4922.17,No,Basic,Bachelor,22-02-11,Unemployed,Healthy,F,0,Suburban,Single,69,2,76,0,3,Personal Auto,Personal L1,Offer1,Agent,331.2,Four-Door Car,Midsize
CA58346,Oregon,4949.53,No,Basic,High School Or Below,22-02-11,Unemployed,Healthy,F,0,Suburban,Single,69,27,56,0,7,Corporate Auto,Corporate L2,Offer3,Call Center,331.2,Four-Door Car,Midsize
OZ41737,Oregon,5366.78,No,Basic,Doctor,22-02-11,Unemployed,Healthy,F,0,Urban,Married,70,5,29,0,4,Personal Auto,Personal L2,Offer1,Agent,223.17,Four-Door Car,Large
XS74336,Washington,2541.52,No,Basic,High School Or Below,22-02-11,Unemployed,Healthy,F,0,Suburban,Single,71,12,37,0,1,Personal Auto,Personal L3,Offer4,Web,511.2,Four-Door Car,Small
FZ13256,California,2670.8,No,Basic,Bachelor,22-02-11,Unemployed,Healthy,F,0,Suburban,Single,72,18,41,0,1,Corporate Auto,Corporate L1,Offer1,Web,366.28,Four-Door Car,Midsize
DP23630,California,7411.81,No,Basic,High School Or Below,22-02-11,Unemployed,Healthy,M,0,Suburban,Single,73,6,19,0,2,Personal Auto,Personal L3,Offer1,Agent,525.6,Four-Door Car,Large
LN37854,Arizona,18399.83,No,Basic,College,22-02-11,Unemployed,Healthy,F,0,Suburban,Single,73,33,8,0,2,Personal Auto,Personal L1,Offer2,Call Center,525.6,Four-Door Car,Small
HL53154,California,7416.2,No,Extended,Bachelor,22-02-11,Unemployed,Healthy,M,0,Suburban,Single,77,15,12,2,2,Personal Auto,Personal L3,Offer1,Agent,554.4,Four-Door Car,Midsize
HX72126,Nevada,21112.54,No,Extended,Bachelor,22-02-11,Unemployed,Healthy,F,0,Rural,Married,81,12,59,0,2,Personal Auto,Personal L3,Offer3,Branch,136.85,Four-Door Car,Midsize
LA80525,Nevada,5454.89,No,Extended,Bachelor,22-02-11,Unemployed,Healthy,M,0,Suburban,Divorced,82,4,77,1,3,Corporate Auto,Corporate L3,Offer1,Branch,393.6,Two-Door Car,Large
BG19572,Washington,6117.03,No,Extended,Bachelor,22-02-11,Unemployed,Healthy,F,0,Suburban,Single,87,16,83,0,8,Corporate Auto,Corporate L3,Offer3,Agent,1032.61,Four-Door Car,Midsize
AW18068,Arizona,9468.51,No,Extended,High School Or Below,22-02-11,Unemployed,Healthy,M,0,Suburban,Single,88,6,47,0,2,Personal Auto,Personal L1,Offer1,Agent,633.6,Two-Door Car,Midsize
JX10102,Arizona,3223.22,No,Extended,High School Or Below,22-02-11,Unemployed,Healthy,F,0,Suburban,Single,91,35,12,1,1,Personal Auto,Personal L2,Offer3,Agent,655.2,Four-Door Car,Small
UF36172,Oregon,6900.95,No,Extended,High School Or Below,22-02-11,Unemployed,Healthy,F,0,Urban,Married,92,27,50,0,7,Personal Auto,Personal L3,Offer2,Branch,428.06,Two-Door Car,Midsize
EK61334,California,3669.83,No,Extended,Bachelor,22-02-11,Unemployed,Healthy,F,0,Urban,Married,95,22,17,0,1,Personal Auto,Personal L2,Offer3,Agent,429.66,Four-Door Car,Midsize
BV16459,Oregon,6677.42,No,Extended,College,22-02-11,Unemployed,Healthy,M,0,Urban,Married,97,10,77,1,9,Personal Auto,Personal L3,Offer3,Call Center,251.64,Two-Door Car,Midsize
EB93628,Oregon,10759.4,No,Extended,High School Or Below,22-02-11,Unemployed,Healthy,F,0,Suburban,Divorced,97,12,24,0,2,Personal Auto,Personal L1,Offer1,Web,465.6,Two-Door Car,Small
WQ23548,California,11003.54,No,Basic,Master,22-02-11,Unemployed,Healthy,F,0,Suburban,Single,102,20,7,1,2,Personal Auto,Personal L2,Offer4,Web,489.6,SUV,Midsize
FY21364,California,7376.8,No,Basic,Bachelor,22-02-11,Unemployed,Healthy,M,0,Suburban,Single,105,31,85,0,5,Corporate Auto,Corporate L1,Offer2,Agent,756,SUV,Midsize
SJ71233,California,7423.93,No,Basic,College,22-02-11,Unemployed,Healthy,F,0,Suburban,Single,107,27,27,0,9,Personal Auto,Personal L2,Offer1,Branch,513.6,SUV,Midsize
PP62909,Oregon,12168.64,No,Basic,Master,22-02-11,Unemployed,Healthy,F,0,Rural,Single,109,28,96,0,2,Special Auto,Special L2,Offer1,Agent,30.99,Sports Car,Midsize
AK90865,Oregon,8207.86,No,Basic,High School Or Below,22-02-11,Unemployed,Healthy,F,0,Suburban,Single,110,16,17,0,5,Special Auto,Special L2,Offer2,Agent,686.91,Sports Car,Midsize
AR59416,Oregon,29037.48,No,Basic,High School Or Below,22-02-11,Unemployed,Healthy,M,0,Suburban,Married,113,0,16,0,2,Personal Auto,Personal L3,Offer4,Web,542.4,SUV,Midsize
AT52647,California,4014.92,No,Basic,High School Or Below,22-02-11,Unemployed,Healthy,F,0,Suburban,Single,113,35,29,0,1,Personal Auto,Personal L1,Offer2,Call Center,1305.28,SUV,Midsize
QO12561,California,4165.4,No,Premium,High School Or Below,22-02-11,Unemployed,Healthy,M,0,Suburban,Divorced,116,2,97,0,1,Personal Auto,Personal L1,Offer1,Agent,556.8,Four-Door Car,Midsize
HC37968,Oregon,8543.33,No,Basic,Bachelor,22-02-11,Unemployed,Healthy,F,0,Suburban,Married,117,0,6,0,4,Personal Auto,Personal L3,Offer1,Call Center,561.6,Sports Car,Midsize
VJ73478,Oregon,4058.67,No,Basic,Bachelor,22-02-11,Unemployed,Healthy,M,0,Suburban,Single,117,13,69,0,1,Personal Auto,Personal L1,Offer3,Web,842.4,Sports Car,Midsize
NB57112,Oregon,8104.5,No,Basic,Bachelor,22-02-11,Unemployed,Healthy,F,0,Suburban,Single,117,24,8,1,6,Personal Auto,Personal L2,Offer2,Agent,842.4,Sports Car,Midsize
UF49068,California,7754.67,No,Basic,College,22-02-11,Unemployed,Healthy,M,0,Suburban,Single,117,2,36,0,3,Corporate Auto,Corporate L3,Offer3,Agent,918.66,SUV,Midsize
TH84309,California,9372.84,No,Extended,High School Or Below,22-02-11,Unemployed,Healthy,M,0,Suburban,Married,126,19,17,0,4,Personal Auto,Personal L3,Offer3,Branch,604.8,SUV,Midsize
WE23159,Oregon,9415.9,No,Extended,High School Or Below,22-02-11,Unemployed,Healthy,M,0,Suburban,Single,133,4,58,0,3,Special Auto,Special L2,Offer2,Agent,1361.99,Sports Car,Small
NZ19529,Arizona,4839.11,No,Extended,High School Or Below,22-02-11,Unemployed,Healthy,M,0,Suburban,Single,137,18,50,0,1,Personal Auto,Personal L1,Offer2,Agent,1227.46,SUV,Midsize
VI74176,Arizona,8984.04,No,Extended,High School Or Below,22-02-11,Unemployed,Healthy,M,0,Suburban,Single,137,22,68,3,6,Personal Auto,Personal L1,Offer2,Agent,1532.08,SUV,Midsize
JN33628,California,12316.8,No,Premium,Bachelor,22-02-11,Unemployed,Healthy,M,0,Suburban,Married,167,30,40,0,5,Personal Auto,Personal L3,Offer2,Branch,1986,SUV,Small
SM42781,Arizona,14040.96,No,Basic,Bachelor,22-02-11,Unemployed,Healthy,F,0,Urban,Married,195,9,33,1,5,Personal Auto,Personal L2,Offer1,Web,669.04,Luxury SUV,Small
PR53785,Arizona,7457.24,No,Basic,High School Or Below,22-02-11,Unemployed,Healthy,F,0,Suburban,Married,198,18,55,1,1,Personal Auto,Personal L3,Offer1,Branch,1577.67,Luxury Car,Small
QK29271,California,14084.49,No,Extended,Bachelor,22-02-11,Unemployed,Healthy,M,0,Suburban,Single,208,22,92,0,3,Corporate Auto,Corporate L1,Offer2,Agent,2270.51,Luxury Car,Midsize
IT92328,Nevada,9350.87,No,Premium,High School Or Below,22-02-11,Unemployed,Healthy,M,0,Suburban,Single,275,3,64,1,1,Corporate Auto,Corporate L3,Offer1,Agent,1980,Luxury SUV,Midsize
BJ18904,Arizona,3964.53,No,Basic,College,22-02-11,Medical Leave,Unhealthy,M,14616,Suburban,Married,106,16,23,0,1,Personal Auto,Personal L3,Offer1,Agent,575.26,SUV,Small
ZH92587,Oregon,8126.77,No,Basic,College,22-02-11,Disabled,Healthy,F,14616,Suburban,Married,107,22,73,0,3,Personal Auto,Personal L3,Offer1,Agent,513.6,SUV,Midsize
DE78840,Nevada,6991.25,No,Basic,Bachelor,22-02-11,Medical Leave,Unhealthy,F,19019,Suburban,Married,186,7,46,0,1,Personal Auto,Personal L3,Offer4,Branch,1003.05,Luxury SUV,Midsize
YL78930,Oregon,3794.96,No,Premium,College,22-02-11,Retired,Healthy,M,19794,Suburban,Married,105,1,78,0,1,Personal Auto,Personal L1,Offer4,Call Center,504,Four-Door Car,Midsize
SW94040,Oregon,7756.17,No,Extended,College,22-02-11,Employed,Healthy,F,21326,Suburban,Divorced,99,22,9,0,3,Personal Auto,Personal L1,Offer1,Agent,632.77,Four-Door Car,Midsize
LH90819,California,4210.1,No,Basic,Master,22-02-11,Employed,Healthy,M,21885,Rural,Single,108,7,29,0,1,Corporate Auto,Corporate L2,Offer3,Agent,52.34,SUV,Large
VZ79886,Oregon,12550.88,No,Premium,Bachelor,22-02-11,Employed,Healthy,F,22234,Suburban,Divorced,160,0,92,0,3,Personal Auto,Personal L3,Offer1,Agent,768,SUV,Midsize
KU25309,Oregon,22425.26,No,Basic,College,22-02-11,Employed,Healthy,M,22537,Suburban,Married,64,24,87,1,2,Corporate Auto,Corporate L3,Offer4,Branch,307.2,Four-Door Car,Midsize
SA40041,Washington,5749.88,No,Basic,Bachelor,22-02-11,Employed,Healthy,F,22814,Suburban,Divorced,73,16,59,0,9,Personal Auto,Personal L3,Offer2,Agent,360.77,Four-Door Car,Small
EH37385,Arizona,8789.88,No,Basic,Master,22-02-11,Employed,Healthy,F,22849,Suburban,Married,109,5,75,0,4,Personal Auto,Personal L3,Offer1,Call Center,523.2,Sports Car,Midsize
CU69816,California,2721.75,No,Basic,Bachelor,22-02-11,Medical Leave,Unhealthy,M,22885,Suburban,Married,73,20,46,0,1,Corporate Auto,Corporate L2,Offer2,Web,386.25,Four-Door Car,Midsize
LW29130,Washington,5272.93,No,Basic,High School Or Below,22-02-11,Employed,Healthy,F,24423,Suburban,Divorced,67,5,62,0,6,Corporate Auto,Corporate L3,Offer1,Branch,321.6,Two-Door Car,Midsize
GX33877,Arizona,35022.45,No,Extended,Bachelor,22-02-11,Employed,Healthy,F,25270,Suburban,Married,99,34,87,0,2,Personal Auto,Personal L2,Offer2,Agent,712.8,Two-Door Car,Small
RE12758,California,6782.56,No,Extended,High School Or Below,22-02-11,Employed,Healthy,M,26116,Suburban,Married,85,6,58,0,3,Personal Auto,Personal L3,Offer4,Agent,612,Four-Door Car,Midsize
DM22923,Oregon,2331.33,No,Basic,Bachelor,22-02-11,Disabled,Healthy,M,27398,Suburban,Single,68,4,39,1,1,Personal Auto,Personal L3,Offer2,Branch,326.4,Four-Door Car,Midsize
UU70820,Arizona,5867.13,No,Basic,College,22-02-11,Employed,Healthy,F,27880,Urban,Married,74,4,9,0,5,Personal Auto,Personal L3,Offer2,Call Center,199.44,Four-Door Car,Large
LO99872,Oregon,5497.66,No,Basic,College,22-02-11,Employed,Healthy,M,28128,Suburban,Married,70,6,52,0,4,Personal Auto,Personal L3,Offer3,Agent,336,Two-Door Car,Midsize
MF19231,California,7434.68,No,Extended,Master,22-02-11,Employed,Healthy,M,28377,Suburban,Married,94,26,99,0,3,Personal Auto,Personal L1,Offer2,Call Center,451.2,Four-Door Car,Midsize
KC69320,Arizona,13037.03,No,Basic,Bachelor,22-02-11,Employed,Healthy,F,28582,Suburban,Single,112,27,24,0,2,Personal Auto,Personal L2,Offer2,Agent,537.6,Sports Car,Small
YM74115,Nevada,2531.59,No,Basic,Bachelor,22-02-11,Disabled,Healthy,M,28898,Rural,Married,67,15,85,0,1,Corporate Auto,Corporate L1,Offer1,Branch,82.81,Four-Door Car,Midsize
WL46620,Nevada,7724.68,No,Basic,Bachelor,22-02-11,Employed,Healthy,M,29056,Suburban,Married,66,19,2,0,2,Personal Auto,Personal L3,Offer2,Branch,355.53,Two-Door Car,Midsize
XS74432,California,8663.92,No,Basic,High School Or Below,22-02-11,Employed,Healthy,F,29218,Suburban,Married,72,33,40,0,2,Personal Auto,Personal L1,Offer3,Agent,502.37,Four-Door Car,Midsize
JI71369,California,5106.11,No,Basic,College,22-02-11,Employed,Healthy,F,30110,Rural,Married,64,2,4,0,5,Personal Auto,Personal L1,Offer1,Web,140.17,Four-Door Car,Midsize
OH99089,California,5827.41,No,Basic,Master,22-02-11,Employed,Healthy,F,30228,Rural,Married,73,28,44,0,5,Personal Auto,Personal L3,Offer2,Branch,163.35,Four-Door Car,Midsize
GZ31904,Oregon,6861.75,No,Extended,College,22-02-11,Employed,Healthy,M,30816,Urban,Married,87,10,43,0,4,Personal Auto,Personal L1,Offer3,Call Center,237.57,Two-Door Car,Midsize
FI61655,Arizona,2550,No,Basic,Bachelor,22-02-11,Employed,Healthy,M,31213,Suburban,Married,65,0,29,0,1,Corporate Auto,Corporate L3,Offer2,Branch,312,Four-Door Car,Midsize
KV79964,Arizona,9009.22,No,Premium,Doctor,22-02-11,Employed,Healthy,M,32260,Suburban,Married,113,8,99,0,4,Personal Auto,Personal L1,Offer1,Branch,601.12,Four-Door Car,Midsize
UC33108,California,6563.64,No,Extended,Bachelor,22-02-11,Employed,Healthy,M,32375,Suburban,Married,83,17,83,0,6,Personal Auto,Personal L1,Offer1,Agent,398.4,Four-Door Car,Small
SK66747,Washington,66025.75,No,Basic,Bachelor,22-02-11,Employed,Healthy,M,33481,Suburban,Single,188,28,46,0,2,Personal Auto,Personal L3,Offer1,Agent,1194.89,Luxury SUV,Midsize
EI91403,California,2578.27,No,Basic,High School Or Below,22-02-11,Employed,Healthy,M,34946,Suburban,Married,65,30,63,0,1,Personal Auto,Personal L3,Offer2,Call Center,420.36,Two-Door Car,Small
FQ22639,California,2967.67,No,Extended,College,22-02-11,Employed,Healthy,M,35205,Rural,Married,76,7,11,0,1,Personal Auto,Personal L3,Offer2,Agent,178.84,Four-Door Car,Large
WK46492,Arizona,9642.21,No,Extended,Bachelor,22-02-11,Employed,Healthy,F,36108,Suburban,Divorced,128,5,35,2,9,Personal Auto,Personal L2,Offer3,Agent,614.4,SUV,Large
IK96366,California,5551.4,No,Extended,College,22-02-11,Employed,Healthy,M,36918,Suburban,Divorced,76,28,77,3,3,Personal Auto,Personal L1,Offer1,Branch,364.8,Two-Door Car,Midsize
CH97539,Washington,8286.96,No,Basic,Bachelor,22-02-11,Employed,Healthy,F,40001,Rural,Divorced,70,26,7,0,2,Personal Auto,Personal L3,Offer1,Branch,142.57,Four-Door Car,Midsize
GL49408,California,6762.08,No,Extended,Doctor,22-02-11,Employed,Healthy,M,40372,Rural,Married,85,15,17,0,4,Corporate Auto,Corporate L2,Offer3,Branch,76.98,Four-Door Car,Midsize
SW31412,Oregon,14808.06,No,Basic,College,22-02-11,Employed,Healthy,F,41440,Suburban,Married,62,20,80,1,2,Personal Auto,Personal L3,Offer3,Agent,297.6,Four-Door Car,Small
BW65176,Arizona,3141.25,No,Extended,College,22-02-11,Employed,Healthy,M,43499,Suburban,Married,80,8,44,0,1,Personal Auto,Personal L2,Offer4,Call Center,529.49,Four-Door Car,Midsize
ER66372,California,14914.53,No,Basic,Bachelor,22-02-11,Employed,Healthy,F,45963,Suburban,Married,63,3,73,2,2,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,Midsize
IG80910,Oregon,3071.78,No,Extended,High School Or Below,22-02-11,Employed,Healthy,F,47528,Urban,Married,77,10,73,1,1,Personal Auto,Personal L3,Offer2,Agent,277.58,Four-Door Car,Midsize
UE19977,California,4379.77,No,Premium,College,22-02-11,Employed,Healthy,F,47747,Rural,Divorced,111,31,76,0,1,Personal Auto,Personal L3,Offer3,Web,165.59,Two-Door Car,Midsize
XL50897,Arizona,15739.92,No,Extended,Master,22-02-11,Employed,Healthy,F,48096,Urban,Married,131,10,3,0,2,Personal Auto,Personal L1,Offer2,Call Center,450.09,Sports Car,Midsize
FD55376,California,20230.97,No,Basic,High School Or Below,22-02-11,Employed,Healthy,M,48448,Suburban,Married,74,24,11,1,2,Corporate Auto,Corporate L3,Offer3,Agent,355.2,Four-Door Car,Midsize
DO12179,Oregon,2451.54,No,Basic,Bachelor,22-02-11,Employed,Healthy,M,48791,Rural,Married,62,27,0,3,1,Personal Auto,Personal L2,Offer3,Call Center,69.79,Two-Door Car,Midsize
ZS32263,California,3788.65,No,Extended,High School Or Below,22-02-11,Employed,Healthy,F,48887,Suburban,Divorced,95,26,25,0,1,Personal Auto,Personal L1,Offer2,Agent,456,Four-Door Car,Midsize
ZH42145,Washington,2582.86,No,Basic,High School Or Below,22-02-11,Employed,Healthy,F,50148,Suburban,Married,65,0,45,0,1,Corporate Auto,Corporate L3,Offer2,Web,323.49,Four-Door Car,Small
FX55923,Arizona,5372.91,No,Basic,Bachelor,22-02-11,Employed,Healthy,M,50405,Rural,Divorced,70,6,21,1,9,Personal Auto,Personal L2,Offer3,Call Center,7.07,Four-Door Car,Midsize
YX51934,California,4898.96,No,Basic,High School Or Below,22-02-11,Employed,Healthy,F,55071,Urban,Married,61,10,14,0,5,Personal Auto,Personal L2,Offer3,Call Center,231.52,Four-Door Car,Midsize
GH42026,Oregon,8535.11,No,Basic,Bachelor,22-02-11,Employed,Healthy,M,55790,Rural,Single,111,4,40,0,9,Personal Auto,Personal L3,Offer3,Branch,117.67,SUV,Midsize
JX78176,California,12045.67,No,Extended,Bachelor,22-02-11,Employed,Healthy,F,55805,Urban,Married,99,16,30,0,2,Personal Auto,Personal L3,Offer1,Branch,425.53,Four-Door Car,Midsize
UT76436,Nevada,3438.95,No,Extended,Bachelor,22-02-11,Employed,Healthy,F,55910,Urban,Married,86,4,3,0,1,Personal Auto,Personal L3,Offer1,Call Center,324.35,Four-Door Car,Midsize
XO43812,California,8028.18,No,Basic,Master,22-02-11,Employed,Healthy,M,56482,Suburban,Married,199,4,75,0,1,Personal Auto,Personal L1,Offer4,Call Center,955.2,Luxury SUV,Midsize
BG95711,California,16477.48,No,Extended,College,22-02-11,Employed,Healthy,F,57264,Rural,Divorced,84,0,30,1,2,Personal Auto,Personal L3,Offer1,Branch,129.25,Four-Door Car,Midsize
DQ19343,California,5583.07,No,Basic,High School Or Below,22-02-11,Employed,Healthy,F,57925,Urban,Single,72,33,13,1,3,Corporate Auto,Corporate L2,Offer1,Agent,204.62,Two-Door Car,Midsize
MD73554,California,5251.98,No,Basic,College,22-02-11,Employed,Healthy,M,59537,Suburban,Married,66,23,5,0,7,Personal Auto,Personal L1,Offer1,Branch,316.8,Two-Door Car,Midsize
DE23903,Oregon,5905.97,No,Basic,Bachelor,22-02-11,Employed,Healthy,F,59848,Rural,Married,73,5,98,1,3,Personal Auto,Personal L3,Offer1,Call Center,131.61,Two-Door Car,Midsize
YL86561,Oregon,5141.98,No,Basic,High School Or Below,22-02-11,Employed,Healthy,M,60277,Rural,Married,65,32,19,0,7,Personal Auto,Personal L1,Offer3,Web,146.39,Four-Door Car,Midsize
ZF84966,Nevada,44856.11,No,Extended,Doctor,22-02-11,Employed,Healthy,F,61675,Urban,Married,123,35,54,0,2,Corporate Auto,Corporate L1,Offer1,Call Center,482.55,SUV,Midsize
NP23146,Arizona,5365.93,No,Basic,College,22-02-11,Employed,Healthy,F,62808,Urban,Married,66,33,37,0,4,Special Auto,Special L2,Offer3,Branch,211.52,Two-Door Car,Midsize
HL40930,Oregon,7150.23,No,Extended,Bachelor,22-02-11,Employed,Healthy,M,63651,Rural,Single,92,19,10,0,3,Personal Auto,Personal L3,Offer2,Branch,224.71,Four-Door Car,Large
UI19516,California,16909.93,No,Extended,College,22-02-11,Employed,Healthy,M,65620,Urban,Divorced,213,16,0,0,4,Corporate Auto,Corporate L2,Offer3,Agent,766.32,Luxury Car,Midsize
FS38926,California,9685.54,No,Extended,Bachelor,22-02-11,Employed,Healthy,F,66022,Rural,Married,239,17,80,0,1,Personal Auto,Personal L2,Offer4,Web,538.23,Luxury Car,Midsize
CA86085,Washington,5608.32,No,Basic,High School Or Below,22-02-11,Employed,Healthy,M,67176,Suburban,Single,72,20,90,0,9,Personal Auto,Personal L3,Offer2,Branch,345.6,Four-Door Car,Large
